location_id,date,maxTemp,minTemp,prcp
ST3848,20110416,85.6,51,0.01
ST3848,20110423,91.9,67.1,0
ST3848,20110430,90.1,63.9,0
ST3848,20110507,82.1,49,0.04
ST3848,20110514,90.1,65.6,1.73
ST3848,20110521,86.3,61.3,0.14
ST3848,20110528,96.3,72,0
ST3848,20110604,97.4,69.7,0
ST3848,20110611,98.7,67.4,0.05
ST3848,20110618,102,74.7,0
ST3848,20110625,97.7,75,1.34
ST3848,20110702,98,72.6,0
ST3848,20110709,99,68.9,0
ST3848,20110716,100.3,74.3,0
ST3848,20110723,100,72.4,0
ST3848,20110730,101.4,74.4,0.05
ST3848,20110806,104.1,72.7,0
ST3848,20110813,102,77,0
ST3848,20110820,103.3,71.6,0
ST3848,20110827,102,71.3,0
ST3848,20110903,104,72.7,0
ST3848,20110910,95.4,57.3,0
ST3848,20110917,97.7,66.7,0
ST3848,20110924,94.9,60.3,0
ST3848,20111001,97.4,64.4,0.01
ST3848,20111008,89.3,58.7,0.24
ST3848,20111015,84.9,57,1.58
ST3848,20111022,83,49,0
ST3848,20111029,80.1,49.9,0
ST3848,20111105,76.4,37.9,0.01
ST3848,20111112,75.3,47.7,0.01
ST3848,20111119,77.7,54.4,0.75
ST3848,20111126,76,53.4,1.41
ST3848,20111203,66,37.1,0.57
ST3848,20111210,54,33.3,1.52
ST3848,20111217,63.7,51.3,0.92
ST3848,20111224,57.4,45.7,1.85
ST3848,20111231,65.3,33.9,0.03
ST3848,20120107,67.4,35.3,0
ST3848,20120114,61.6,32.1,0.63
ST3848,20120121,69.9,43.1,0
ST3848,20120128,68.4,39.9,5.81
ST3848,20120204,71.1,48.6,2.61
ST3848,20120211,56.4,37.4,0.16
ST3848,20120218,62.9,42.7,1.9
ST3848,20120225,72,44.9,0
ST3848,20120303,73,49.7,0.05
ST3848,20120310,67.4,44.7,1.85
ST3848,20120317,79,60.6,0.28
ST3848,20120324,77.3,53.3,2.7
ST3848,20120331,81.3,58,0.28
ST3848,20120407,85.1,59.9,0.07
ST3848,20120414,83.9,60.7,0
ST3848,20120421,80.7,51.7,0.02
ST3848,20120428,89.3,58.4,0
ST3848,20120505,90.1,70.7,0
ST3848,20120512,82.9,64.3,4.09
ST3848,20120519,84.7,59.7,1.2
ST3848,20120526,91.4,67.1,0
ST3848,20120602,92.4,70.6,0
ST3848,20120609,92.3,70,0.03
ST3848,20120616,96.3,72.3,0.18
ST3848,20120623,94.3,70.9,0
ST3848,20120630,100.1,71,0
ST3848,20120707,96.4,72.3,0.41
ST3848,20120714,92.9,72.7,1.18
ST3848,20120721,93.4,72.1,2.23
ST3848,20120728,95.7,73.6,0
ST3848,20120804,99.1,71.9,0
ST3848,20120811,100.1,71.6,0
ST3848,20120818,99.3,74.4,2.83
ST3848,20120825,92.6,70.1,0.03
ST3848,20120901,96.1,74.3,0.17
ST3848,20120908,98.9,71.6,0
ST3848,20120915,87.6,62.9,1.49
ST3848,20120922,85.6,60.9,1.29
ST3848,20120929,89.4,65,1.97
ST3848,20121006,82.4,58.4,0
ST3848,20121013,79.3,61.7,0.55
ST3848,20121020,82.9,54.7,0.2
ST3848,20121027,81,61.9,0.09
ST3848,20121103,79.9,45.4,0
ST3848,20121110,83.4,52.3,0
ST3848,20121117,68,37.9,0
ST3848,20121124,76,42.9,0
ST3848,20121201,75.1,45.3,0
ST3848,20121208,78.3,52.9,0.01
ST3848,20121215,66.6,38.3,0.03
ST3848,20121222,73.6,37.3,0.42
ST3848,20121229,58.4,32.3,0.01
ST3848,20130105,51.3,33.1,0.73
ST3848,20130112,63,38.3,2.27
ST3848,20130119,56.9,31.4,0.05
ST3848,20130126,74.4,41.7,0
ST3848,20130202,74.4,42.7,0.02
ST3848,20130209,74.9,48.6,0.09
ST3848,20130216,66.4,40.1,0.51
ST3848,20130223,70.7,41.4,0.04
ST3848,20130302,67.1,34.3,0
ST3848,20130309,73,42.4,0.05
ST3848,20130316,76.3,40.3,1.01
ST3848,20130323,80.9,53.1,0.31
ST3848,20130330,70.7,41.7,0
ST3848,20130406,72.9,49.4,3.02
ST3848,20130413,78,53.4,0.15
ST3848,20130420,80,54.7,0.36
ST3848,20130427,76.9,52.9,0.14
ST3848,20130504,81,53.6,1.9
ST3848,20130511,81.4,55,1.08
ST3848,20130518,88.4,63,0.03
ST3848,20130525,89,68.9,3.73
ST3848,20130601,90.3,73.9,0.25
ST3848,20130608,91.9,63.4,0.08
ST3848,20130615,93.7,71.7,0.06
ST3848,20130622,97.3,74.1,0.06
ST3848,20130629,101.7,75.3,0
ST3848,20130706,95.6,65.3,0.55
ST3848,20130713,99.7,72.4,0.02
ST3848,20130720,93.1,71.4,0.96
ST3848,20130727,97,74.6,0.46
ST3848,20130803,101.4,75,0
ST3848,20130810,103.4,74.3,0.02
ST3848,20130817,99,73,1.43
ST3848,20130824,97.3,69,0.17
ST3848,20130831,96.4,71.4,0.03
ST3848,20130907,99.1,72.3,2.34
ST3848,20130914,92.7,70,0.18
ST3848,20130921,90.1,70.1,1.36
ST3848,20130928,91.4,63.6,0.5
ST3848,20131005,87.9,67,0.62
ST3848,20131012,85.6,56.6,1.7
ST3848,20131019,73.9,57.4,4.35
ST3848,20131026,78.9,48,0.25
ST3848,20131102,81,58.9,3.5
ST3848,20131109,70.4,50.9,0.76
ST3848,20131116,68.6,45.3,0
ST3848,20131123,73.1,52,0.28
ST3848,20131130,53.4,33.4,1.12
ST3848,20131207,64.9,40.7,0.08
ST3848,20131214,49.1,30.4,0.19
ST3848,20131221,70.7,38.3,0.59
ST3848,20131228,56.7,32.6,0
ST3848,20140104,57.3,31,0
ST3848,20140111,57.7,35.7,0.41
ST3848,20140118,67.7,29.9,0
ST3848,20140125,61.9,27.7,0.11
ST3848,20140201,60.9,35.3,0.05
ST3848,20140208,47.9,32.3,0.21
ST3848,20140215,63.7,33.9,0.02
ST3848,20140222,77,48.1,0
ST3848,20140301,70,42.3,0.3
ST3848,20140308,58.4,32.7,1.13
ST3848,20140315,70.3,45,0.05
ST3848,20140322,73.9,45.4,0
ST3848,20140329,72.7,49.4,0
ST3848,20140405,79.3,57.9,0
ST3848,20140412,78.4,50.3,0.44
ST3848,20140419,73.3,47,1.21
ST3848,20140426,84.6,58.4,0
ST3848,20140503,84.6,52.9,0
ST3848,20140510,88.1,60.7,0.01
ST3848,20140517,81.7,57,4.34
ST3848,20140524,87.1,65.6,0.49
ST3848,20140531,84.7,65.3,3.05
ST3848,20140607,90.7,72.4,0
ST3848,20140614,90.9,67.6,1.36
ST3848,20140621,92.7,74.4,0
ST3848,20140628,90.6,72.6,0.32
ST3848,20140705,94.7,71.3,0.69
ST3848,20140712,94.7,66.6,0
ST3848,20140719,91.4,71.9,1.29
ST3848,20140726,96.6,73.3,0.07
ST3848,20140802,96.1,71,0
ST3848,20140809,98.3,71.3,0
ST3848,20140816,100.6,71,0
ST3848,20140823,100.4,75.4,0
ST3848,20140830,98,71.7,0
ST3848,20140906,98,72.4,0.17
ST3848,20140913,92.3,69.4,0.98
ST3848,20140920,88,71,2.06
ST3848,20140927,86,63,0.01
ST3848,20141004,88.3,62.6,0.37
ST3848,20141011,89.1,66.7,1.22
ST3848,20141018,82.7,52.9,0.16
ST3848,20141025,83.3,55.4,0.02
ST3848,20141101,80.9,52.1,0.17
ST3848,20141108,71.3,50,2.85
ST3848,20141115,57.4,35.9,0.06
ST3848,20141122,62.7,38.3,3.73
ST3848,20141129,72.1,40.3,0
ST3848,20141206,66.6,49.7,0.04
ST3848,20141213,67.1,45.7,0.18
ST3848,20141220,62.4,47.6,1.63
ST3848,20141227,63.7,42.3,0.05
ST3848,20150103,48.9,33,1.4
ST3848,20150110,47.7,28.7,0.37
ST3848,20150117,53,35.1,0.21
ST3848,20150124,63.3,34.6,3.26
ST3848,20150131,71.7,38.3,0.26
ST3848,20150207,56.9,38.7,0.28
ST3848,20150214,73.7,40.7,0
ST3848,20150221,67.4,39.7,0.05
ST3848,20150228,45.4,31.1,0.13
ST3848,20150307,53.9,32.9,0.29
ST3848,20150314,64.7,49.6,2.12
ST3848,20150321,73,55.1,1.57
ST3848,20150328,78,48.1,0.06
ST3848,20150404,79.7,62.1,0
ST3848,20150411,77.3,61.9,0.13
ST3848,20150418,78.9,59.3,1.04
ST3848,20150425,82.4,60.3,0.75
ST3848,20150502,78.7,53,0.43
ST3848,20150509,84.3,64.3,1.98
ST3848,20150516,79,66.7,2.98
ST3848,20150523,83.6,66.7,4.64
ST3848,20150530,86.1,66.3,3.84
ST3848,20150606,87.9,63,0
ST3848,20150613,92.3,68.4,0.01
ST3848,20150620,85.9,70.6,2.06
ST3848,20150627,89.9,71.4,0.17
ST3848,20150704,90.3,70.9,0.98
ST3848,20150711,92,71.6,0
ST3848,20150718,94.9,71.7,0
ST3848,20150725,96.4,71.9,0
ST3848,20150801,98.4,71.6,0
ST3848,20150808,98.7,72,0
ST3848,20150815,101.1,72.9,0.02
ST3848,20150822,93.7,71.7,0.61
ST3848,20150829,96.7,68.6,0
ST3848,20150905,94.4,69.4,0.14
ST3848,20150912,95,71,2.45
ST3848,20150919,92.3,67.3,0.02
ST3848,20150926,93.1,64.4,1.15
ST3848,20151003,90.1,61.7,0
ST3848,20151010,87.7,60.7,0
ST3848,20151017,92.9,56.6,0
ST3848,20151024,83.7,58.6,6.98
ST3848,20151031,77.1,56.6,14.17
ST3848,20151107,77.6,60,0.61
ST3848,20151114,72.7,55.6,0.02
ST3848,20151121,73.7,45.4,0.35
ST3848,20151128,65.7,44.6,0.67
ST3848,20151205,59.9,38.7,0.02
ST3848,20151212,74.7,44.6,0.03
ST3848,20151219,68.9,37.4,1.18
ST3848,20151226,75.1,49.9,0.03
ST3848,20160102,54.6,38.4,1.27
ST3848,20160109,61,37.9,0.64
ST3848,20160116,63.3,33.6,0.01
ST3848,20160123,60,32.3,0.01
ST3848,20160130,68.9,35,0.16
ST3848,20160206,67,35.6,0
ST3848,20160213,72.9,34.3,0
ST3848,20160220,78,49.6,0
ST3848,20160227,67.9,44,1.14
ST3848,20160305,78.3,47.9,0
ST3848,20160312,74.6,60,3.18
ST3848,20160319,79.9,53.9,0.07
ST3848,20160326,71.9,41.6,0.51
ST3848,20160402,74,51,0.21
ST3848,20160409,80.4,44.9,0
ST3848,20160416,76.9,59.1,2.28
ST3848,20160423,79.7,59.7,2.48
ST3848,20160430,85.4,65.4,1.56
ST3848,20160507,80.1,54.4,0.14
ST3848,20160514,84.6,66.6,1.42
ST3848,20160521,79.4,63.9,4.06
ST3848,20160528,86.1,69.4,9.12
ST3848,20160604,86.4,67.3,3.13
ST3848,20160611,91.3,67.7,0
ST3848,20160618,95.1,75.7,0
ST3848,20160625,93.4,72.9,0.02
ST3848,20160702,95.9,71.7,0.56
ST3848,20160709,98.4,78.1,0
ST3848,20160716,98.9,76.9,0
ST3848,20160723,99,72.3,0
ST3848,20160730,95.4,74,5.65
ST3848,20160806,96.7,72.4,0
ST3848,20160813,98.3,76.4,0.2
ST3848,20160820,84.9,72.7,7.43
ST3848,20160827,91,73.1,0.12
ST3848,20160903,92,72.3,0.68
ST3848,20160910,92.6,73.4,0.88
ST3848,20160917,92.9,70.1,0
ST3848,20160924,94.3,71.1,0.06
ST3848,20161001,82.6,61.6,2.11
ST3848,20161008,88.6,63,0
ST3848,20161015,87.4,57.7,0.25
ST3848,20161022,86.7,63.1,0
ST3848,20161029,85.7,56.7,0.02
ST3848,20161105,83.6,64.9,0.93
ST3848,20161112,73.1,56.7,1.36
ST3848,20161119,80,50.1,0
ST3848,20161126,73,45,0.14
ST3848,20161203,70.9,42,1.93
ST3848,20161210,53.6,38.1,1.09
ST3848,20161217,66.9,45.3,0.04
ST3848,20161224,61.7,41.6,0.05
ST3848,20161231,76.3,56.9,0
ST3848,20170107,60.1,36,0.46
ST3848,20170114,72.6,48.3,0.41
ST3848,20170121,70.4,49.6,3.78
ST3848,20170128,68.3,38.9,0
ST3848,20170204,69.4,39.4,0.02
ST3848,20170211,80.7,52.3,0.02
ST3848,20170218,75.9,50.9,1.24
ST3848,20170225,79,50.4,1.37
ST3848,20170304,72.6,48.4,0.79
ST3848,20170311,77.9,61.1,1.12
ST3848,20170318,75.3,50.4,0.03
ST3848,20170325,83.9,62.1,0.09
ST3848,20170401,84.1,59.7,1.31
ST3848,20170408,81,49.1,0.77
ST3848,20170415,81,63.1,0.17
ST3848,20170422,83.1,64.6,0.05
ST3848,20170429,87.7,57,0.07
ST3848,20170506,86.6,51.9,0.09
ST3848,20170513,86.6,61.9,0.05
ST3848,20170520,90,68.1,0.87
ST3848,20170527,87.9,64.6,0.98
ST3848,20170603,89.9,68.4,2.16
ST3848,20170610,92,68.6,0.84
ST3848,20170617,96.6,74.9,0.02
ST3848,20170624,95.4,75.1,0.06
ST3848,20170701,94.3,74.6,0.44
ST3848,20170708,98.1,75,0.84
ST3848,20170715,99,72.9,0.22
ST3848,20170722,99.3,73.1,0
ST3848,20170729,101.7,74.7,0
ST3848,20170805,98,73.9,0.05
ST3848,20170812,95.9,74.1,2.87
ST3848,20170819,99.4,77.1,0
ST3848,20170826,94.3,73.7,7.52
ST3848,20170902,89,68.6,2.55
ST3848,20170909,88.7,61.1,0
ST3848,20170916,91,62.4,0
ST3848,20170923,93.7,72.3,0
ST3848,20170930,86.1,69.9,3.81
ST3848,20171007,88.3,67.3,0.94
ST3848,20171014,86.3,64.1,0
ST3848,20171021,81.4,53.7,0.01
ST3848,20171028,75.3,43.7,0.7
ST3848,20171104,77.9,54.4,0.86
ST3848,20171111,73.4,56.4,0.21
ST3848,20171118,80,60.3,0.08
ST3848,20171125,71.7,37.1,0
ST3848,20171202,75.9,42.6,0
ST3848,20171209,62.3,42.3,1.39
ST3848,20171216,64,33,1.29
ST3848,20171223,67.1,43.6,0.94
ST3848,20171230,53.1,36.9,0.03
ST3848,20180106,48.9,25,0
ST3848,20180113,66.3,37.1,0
ST3848,20180120,52.9,28.6,0.19
ST3848,20180127,67.4,39.1,0.06
ST3848,20180203,66.6,37.3,0.02
ST3848,20180210,59.7,38.4,0.11
ST3848,20180217,59.1,44.1,0.11
ST3848,20180224,69.7,52.7,0.68
ST3848,20180303,73.9,50.9,0.25
ST3848,20180310,76.9,52,0
ST3848,20180317,75.1,45.7,0
ST3848,20180324,80.7,51.9,0.02
ST3848,20180331,79.6,59.9,6.09
ST3848,20180407,78.4,56,0.31
ST3848,20180414,75.6,49.3,0.1
ST3848,20180421,77,49.4,0.24
ST3848,20180428,82,49.4,0.32
ST3848,20180505,81.9,63.9,2.59
ST3848,20180512,89.9,61.1,0
ST3848,20180519,93.9,70.1,0.01
ST3848,20180526,91.1,69,0.63
ST3848,20180602,97.4,72,0
ST3848,20180609,97.4,73.1,0.11
ST3848,20180616,98.1,73,0.02
ST3848,20180623,92,73.9,0.48
ST3848,20180630,98.4,76.1,0.01
ST3848,20180707,98.1,73,0.84
ST3848,20180714,94.6,72.1,0.42
ST3848,20180721,101.4,73.7,0
ST3848,20180728,102.9,72.4,0
ST3848,20180804,99.4,70.1,0
ST3848,20180811,98.4,73.1,0
ST3848,20180818,99.3,74.7,0.61
ST3848,20180825,102.1,75.7,0.23
ST3848,20180901,100.7,74.1,0
ST3848,20180908,94.6,74.9,1.22
ST3848,20180915,84.7,73.3,3.29
ST3848,20180922,90,72.4,1.03
ST3848,20180929,85.7,67.3,0.05
ST3848,20181006,89.1,69.9,0.55
ST3848,20181013,84,65.7,1.09
ST3848,20181020,68,55.3,4.16
ST3848,20181027,72.3,52.7,0.83
ST3848,20181103,80.9,51.7,0.57
ST3848,20181110,71.3,54.3,1.61
ST3848,20181117,60.4,34.6,0.37
ST3848,20181124,65,42.4,0.32
ST3848,20181201,71.9,44.9,0.04
ST3848,20181208,58.9,42.7,4.1
ST3848,20181215,63.7,38.7,0
ST3848,20181222,68,39.7,0.03
ST3848,20181229,64.6,44.9,1.91
ST3848,20190105,55.4,33.3,2.67
ST3848,20190112,68.4,43,0.33
ST3848,20190119,60.7,42.6,0.06
ST3848,20190126,62.9,32,0.37
ST3848,20190202,62.9,44.4,0.12
ST3848,20190209,66.3,53.3,0.22
ST3848,20190216,66.9,41.9,0.13
ST3848,20190223,61.1,44,0.18
ST3848,20190302,62.7,44.7,0.09
ST3848,20190309,63,40.3,0.01
ST3848,20190316,72,51.6,0.46
ST3848,20190323,74.3,44.1,0
ST3848,20190330,78.7,53.1,0
ST3848,20190406,73,48.3,0.8
ST3848,20190413,82.6,55,2.27
ST3848,20190420,79.9,52.9,0.64
ST3848,20190427,81.6,58.4,1.88
ST3848,20190504,84.6,66.6,4.79
ST3848,20190511,78.9,62.1,2.39
ST3848,20190518,86.7,64.4,0.23
ST3848,20190525,92.4,74.1,0.14
ST3848,20190601,91.3,73.9,1.69
ST3848,20190608,93,71.6,1.49
ST3848,20190615,90.7,70.4,0.44
ST3848,20190622,94.7,75,0.88
ST3848,20190629,92.1,71.7,2.31
ST3848,20190706,92.4,74.1,0.47
ST3848,20190713,96.1,75.1,0
ST3848,20190720,97.9,75.1,0
ST3848,20190727,93,67.3,0
ST3848,20190803,97.3,72.6,0
ST3848,20190810,98.4,74.7,0.04
ST3848,20190817,101,75.3,0
ST3848,20190824,100,76.1,0
ST3848,20190831,99.4,75.4,0
ST3848,20190907,99.9,70.6,0
ST3848,20190914,98.9,70.9,0.18
ST3848,20190921,97.6,73.1,0
ST3848,20190928,96.6,73.4,0
ST3848,20191005,96,73.6,0.17
ST3848,20191012,86.3,61.4,0.04
ST3848,20191019,85.6,58.3,0.14
ST3848,20191026,81,49.1,2.33
ST3848,20191102,66.4,38,0.02
ST3848,20191109,73.6,47,0.22
ST3848,20191116,59,31.6,0.18
ST3848,20191123,75.9,47.1,0.04
ST3848,20191130,74.3,50.7,0.18
ST3848,20191207,71.1,39.9,0
ST3848,20191214,70.4,38.1,0.37
ST3848,20191221,63,33.1,0.4
ST3848,20191228,69.4,39.1,0.01
ST3848,20200104,64.1,37.6,0.02
ST3848,20200111,72.4,39.3,0.45
ST3848,20200118,69,51,0.55
ST3848,20200125,63.1,37.3,0.95
ST3848,20200201,67.1,41.3,0.24
ST3848,20200208,68.1,37.1,0.02
ST3848,20200215,61.4,40.7,1.27
ST3848,20200222,64.1,43.6,0.44
ST3848,20200229,67.9,36.6,0
ST3848,20200307,72.4,51.6,0.85
ST3848,20200314,80.4,61.1,0.21
ST3848,20200321,74.3,61.1,2.17
ST3848,20200328,83.6,58,0.14
ST3848,20200404,71.4,51.3,3.42
ST3848,20200411,81.1,61.6,0.24
ST3848,20200418,70.9,48.6,0.07
ST3848,20200425,87.7,56.4,0.07
ST3848,20200502,88,56.6,0.95
ST3848,20200509,86.9,62.1,0
ST3848,20200516,84.9,61.3,4.51
ST3848,20200523,93.3,69.6,0.01
ST3848,20200530,87.6,64,4.38
ST3848,20200606,90.1,71,0.04
ST3848,20200613,94.6,66.1,0
ST3848,20200620,93.7,68.1,0.76
ST3848,20200627,90.7,73.6,1.77
ST3848,20200704,93.4,77.3,0.19
ST3848,20200711,97.1,77,0
ST3848,20200718,100.6,75.3,0
ST3848,20200725,97,74.1,0.23
ST3848,20200801,96.9,74.1,0.95
ST3848,20200808,99.7,71.7,0.03
ST3848,20200815,102.6,77.4,0
ST3848,20200822,100,70.1,0.74
ST3848,20200829,99.6,74.1,0
ST3848,20200905,94.1,76,3.96
ST3848,20200912,86.9,67.1,1.28
ST3848,20200919,89.7,71.1,0.62
ST3848,20200926,81.1,63.4,0.76
ST3848,20201003,86.4,54.4,0
ST3848,20201010,89.4,59.6,0.15
ST3848,20201017,87.3,57.7,0.01
ST3848,20201024,86.6,65.7,0
ST3848,20201031,69.6,41.7,0.18
ST3848,20201107,80.3,43.6,0
ST3848,20201114,85,57,0
ST3848,20201121,79.3,42.6,0.01
ST3848,20201128,74,52.3,0.82
ST3848,20201205,60.4,34,0.01
ST3848,20201212,74.4,40.1,0.05
ST3848,20201219,62.7,31.6,1.62
ST3848,20201226,71.1,35.1,0
ST3848,20210102,67.4,41.4,2.72
ST3848,20210109,66.1,36.3,0.36
ST3848,20210116,58.4,31.4,1.07
ST3848,20210123,69.1,46.7,0.25
ST3848,20210130,70.7,42,0.07
ST3848,20210206,71.9,42.3,0.02
ST3848,20210213,52,36.1,0.55
ST3848,20210220,36.1,17.1,1.2
ST3848,20210227,74.4,46.3,0.07
ST1085,20010106,67.8,53.1,0
ST1085,20010113,68,50.5,0
ST1085,20010120,69.8,51.5,0.06
ST1085,20010127,65.6,49.4,0
ST1085,20010203,70.8,48.2,0
ST1085,20010210,67.1,50.5,0
ST1085,20010217,69.5,50.9,0.08
ST1085,20010224,66.2,50.3,0.03
ST1085,20010303,78.2,54.5,0
ST1085,20010310,75.8,55.5,0
ST1085,20010317,74,56.5,0.14
ST1085,20010324,81.1,58.7,0
ST1085,20010331,92.2,63,0
ST1085,20010407,75.3,59.7,0
ST1085,20010414,79.8,60.1,0
ST1085,20010421,87.7,61.9,0
ST1085,20010428,82.9,61.9,0
ST1085,20010505,90.3,64.9,0.01
ST1085,20010512,87.2,63.7,0
ST1085,20010519,82.9,62.8,0
ST1085,20010526,98.9,69.7,0
ST1085,20010602,95.6,69.7,0
ST1085,20010609,90,68.3,0
ST1085,20010616,97.2,69.6,0
ST1085,20010623,94.2,70.8,0
ST1085,20010630,91.4,70.2,0
ST1085,20010707,91.5,71.7,0
ST1085,20010714,96.8,74.1,0
ST1085,20010721,96.4,75.6,0
ST1085,20010728,93.9,74.3,0
ST1085,20010804,95.8,75.4,0
ST1085,20010811,96.7,76.3,0
ST1085,20010818,96.1,75.9,0
ST1085,20010825,95.5,75.9,0
ST1085,20010901,93.2,75.5,0
ST1085,20010908,95.7,75.5,0
ST1085,20010915,91,72.9,0
ST1085,20010922,90.9,71.2,0
ST1085,20010929,92,72.8,0
ST1085,20011006,86.5,67.6,0
ST1085,20011013,86.3,68.1,0
ST1085,20011020,85.4,67.2,0
ST1085,20011027,81.2,65.5,0
ST1085,20011103,77.3,60.5,0
ST1085,20011110,78.7,60.3,0
ST1085,20011117,78.3,60.3,0
ST1085,20011124,71,52.9,0
ST1085,20011201,74.2,57.7,0
ST1085,20011208,68.2,54.7,0.03
ST1085,20011215,69.9,51.7,0
ST1085,20011222,66.2,47.8,0
ST1085,20011229,71.6,52.6,0
ST1085,20020105,64.7,48.2,0
ST1085,20020112,56.3,44.4,0.33
ST1085,20020119,63.7,46,0
ST1085,20020126,64.7,48.1,0
ST1085,20020202,66.9,49,0.06
ST1085,20020209,70.5,53.2,0
ST1085,20020216,67,52.5,0.2
ST1085,20020223,74.1,53.8,0
ST1085,20020302,70.2,53.3,0
ST1085,20020309,80.6,58.5,0
ST1085,20020316,77.6,58.7,0
ST1085,20020323,76.4,57,0
ST1085,20020330,73.4,56.3,0
ST1085,20020406,80.4,58.5,0
ST1085,20020413,81.1,57.8,0
ST1085,20020420,85,64.5,0
ST1085,20020427,77.3,58.5,0
ST1085,20020504,80.7,59.4,0
ST1085,20020511,90.8,64.5,0
ST1085,20020518,86.9,65.1,0
ST1085,20020525,88.3,65.1,0
ST1085,20020601,91.6,67.7,0
ST1085,20020608,91.2,67.7,0
ST1085,20020615,93.9,71.4,0.06
ST1085,20020622,91.1,71.3,0
ST1085,20020629,92.8,72.5,0
ST1085,20020706,95.3,72,0
ST1085,20020713,96.2,75.8,0.06
ST1085,20020720,97.4,76.8,0
ST1085,20020727,96.1,76.4,0
ST1085,20020803,103.5,79.7,0.05
ST1085,20020810,97,76.8,0
ST1085,20020817,97.1,76.5,0
ST1085,20020824,91.9,74.9,0
ST1085,20020831,94.1,73.9,0
ST1085,20020907,93.5,74.9,0
ST1085,20020914,93.7,74.3,0
ST1085,20020921,95.3,73.8,0
ST1085,20020928,92.7,71,0
ST1085,20021005,90.6,70.8,0
ST1085,20021012,87.1,68.6,0
ST1085,20021019,85.8,70.4,0
ST1085,20021026,83.6,67,0
ST1085,20021102,80.2,63.7,0
ST1085,20021109,80.9,63.6,0
ST1085,20021116,77.7,59.8,0
ST1085,20021123,80.4,55.7,0
ST1085,20021130,75.1,57.7,0
ST1085,20021207,73.3,56,0
ST1085,20021214,70.6,54,0
ST1085,20021221,66.2,53.8,1.19
ST1085,20021228,66.1,51.5,0
ST1085,20030104,69.7,54.9,0.35
ST1085,20030111,76.7,52.9,0
ST1085,20030118,69,53.5,0
ST1085,20030125,67.8,52.2,0.02
ST1085,20030201,69.3,51.3,0
ST1085,20030208,67,51.6,0
ST1085,20030215,65.5,49.5,0.04
ST1085,20030222,70.6,52.2,0
ST1085,20030301,64.5,47,0
ST1085,20030308,71.9,54.5,0
ST1085,20030315,70.9,51.9,4.18
ST1085,20030322,68.9,52.6,0
ST1085,20030329,65.8,48.9,0.16
ST1085,20030405,86.3,60.3,0
ST1085,20030412,79.1,57.9,0
ST1085,20030419,82.1,59.2,0
ST1085,20030426,83.2,61.8,0
ST1085,20030503,82.7,57.8,0.02
ST1085,20030510,92.2,63.4,0
ST1085,20030517,95,67.5,0
ST1085,20030524,92.8,69.2,0
ST1085,20030531,93.4,72.4,0
ST1085,20030607,92.3,69.3,0
ST1085,20030614,94.1,70.7,0
ST1085,20030621,97.5,74.5,0
ST1085,20030628,96.3,73.1,0
ST1085,20030705,97.4,74.7,0
ST1085,20030712,93.5,73.5,0
ST1085,20030719,93.9,73.2,0
ST1085,20030726,94.9,74.6,0
ST1085,20030802,95,74.5,0
ST1085,20030809,95,75.4,0
ST1085,20030816,92.7,73.5,0
ST1085,20030823,96.6,74.7,0
ST1085,20030830,95.1,75,0
ST1085,20030906,94.2,73.9,0
ST1085,20030913,93.2,71.4,0
ST1085,20030920,92,71.2,0
ST1085,20030927,88.2,68.5,0
ST1085,20031004,86.7,68.7,0
ST1085,20031011,88.8,68.9,0
ST1085,20031018,82.2,64.2,0
ST1085,20031025,91.1,67.9,0
ST1085,20031101,87.1,64.8,0
ST1085,20031108,83.9,67,0
ST1085,20031115,74.3,58.9,0.22
ST1085,20031122,76.1,57.5,0
ST1085,20031129,74.4,57.9,0
ST1085,20031206,70,55.1,0.24
ST1085,20031213,73.1,54.8,0
ST1085,20031220,67.5,54.5,0
ST1085,20031227,63.7,46.7,0.18
ST1085,20040103,66.8,49.1,0
ST1085,20040110,64.5,49.6,0
ST1085,20040117,66.2,53.1,0.4
ST1085,20040124,65.5,50.7,0.08
ST1085,20040131,67,48.2,0
ST1085,20040207,63.3,49.5,0.2
ST1085,20040214,66.9,50.5,0.01
ST1085,20040221,65,49,0
ST1085,20040228,79.5,54.7,0
ST1085,20040306,86.4,62.3,0
ST1085,20040313,69.8,50.9,0
ST1085,20040320,69.2,51.1,0
ST1085,20040327,77,53.6,0
ST1085,20040403,84.1,61.5,0
ST1085,20040410,75.5,54.1,0
ST1085,20040417,85,58.8,0
ST1085,20040424,81,60.5,0
ST1085,20040501,86.7,63,0
ST1085,20040508,91.5,66,0
ST1085,20040515,92.2,65.1,0
ST1085,20040522,84.1,65,0
ST1085,20040529,90.9,64.5,0
ST1085,20040605,88.7,66.1,0
ST1085,20040612,93.8,68.7,0
ST1085,20040619,97.6,71.2,0
ST1085,20040626,91.2,71.3,0
ST1085,20040703,95,72.7,0
ST1085,20040710,96.3,73.5,0
ST1085,20040717,98.6,75.4,0
ST1085,20040724,92.5,72.7,0
ST1085,20040731,97.3,76.2,0
ST1085,20040807,93.4,74.8,0
ST1085,20040814,94.6,75.8,0
ST1085,20040821,93.8,74.7,0
ST1085,20040828,94.9,73.2,0
ST1085,20040904,91.6,73.4,0
ST1085,20040911,91.6,73,0
ST1085,20040918,87.3,67.7,0
ST1085,20040925,91.4,70.4,0
ST1085,20041002,96.2,72.1,0
ST1085,20041009,84.9,67.3,0
