location_id,date,maxTemp,minTemp,prcp
ST801,20010106,32.7,15.2,0.42
ST801,20010113,26.7,8.7,0.08
ST801,20010120,23.8,6.6,0.03
ST801,20010127,31.4,14.4,0.05
ST801,20010203,35.4,15.3,0.03
ST801,20010210,28.7,12.2,0.1
ST801,20010217,35.1,18.3,0
ST801,20010224,46.2,25.7,0.07
ST801,20010303,51,28.7,0
ST801,20010310,45.8,25.6,0
ST801,20010317,58.4,31.7,0
ST801,20010324,70.5,39.7,0
ST801,20010331,52.5,30.6,0
ST801,20010407,62.5,39.8,0.23
ST801,20010414,65,43.6,0.18
ST801,20010421,77.1,47.2,0
ST801,20010428,69.3,46.5,0.14
ST801,20010505,73.2,55.2,0.29
ST801,20010512,78.6,51.7,0.22
ST801,20010519,91.6,60.1,0.03
ST801,20010526,90.2,64.5,0.03
ST801,20010602,91.2,59.3,0.04
ST801,20010609,93.5,70.9,0.03
ST801,20010616,81.7,66.4,1.48
ST801,20010623,84.9,66.6,0.08
ST801,20010630,86.5,71.1,0.46
ST801,20010707,89.3,71.7,0.17
ST801,20010714,94.3,69.8,0.21
ST801,20010721,90.5,72,2.59
ST801,20010728,85.7,69.5,3.86
ST801,20010804,86.8,71.6,0.12
ST801,20010811,90.3,71.2,0.04
ST801,20010818,86.7,70.2,0.35
ST801,20010825,87,65.5,2.85
ST801,20010901,87,64.1,0
ST801,20010908,83.4,64.1,0.04
ST801,20010915,83.7,60.3,0.04
ST801,20010922,78,54.6,0.09
ST801,20010929,74.8,53.9,0.32
ST801,20011006,69.1,45.2,1.69
ST801,20011013,68.4,47.4,0.37
ST801,20011020,66.4,46,0.24
ST801,20011027,66,49.9,0.25
ST801,20011103,58.2,35,0.21
ST801,20011110,53.4,30.3,0.52
ST801,20011117,52.2,30.3,0.38
ST801,20011124,59.4,32.2,0
ST801,20011201,43,23.7,0
ST801,20011208,34.9,16.3,0.08
ST801,20011215,33.1,18,0.03
ST801,20011222,33.9,18.5,0.03
ST801,20011229,36.1,16.8,0
ST801,20020105,43.5,18.8,0
ST801,20020112,45.9,21.1,0
ST801,20020119,41.4,22.4,0
ST801,20020126,39.2,20.8,0
ST801,20020202,45.9,21.3,0
ST801,20020209,47.7,22.1,0
ST801,20020216,46.9,22.7,0.02
ST801,20020223,51.1,25.2,0
ST801,20020302,53.2,29,0
ST801,20020309,55.8,28.6,0.03
ST801,20020316,65.9,37.8,0.01
ST801,20020323,57.1,34.8,0.05
ST801,20020330,65.6,37.8,0.25
ST801,20020406,72.3,48.3,0.6
ST801,20020413,64,43.4,0
ST801,20020420,70,48.8,0
ST801,20020427,65.9,44.3,0.94
ST801,20020504,73,51.4,0.79
ST801,20020511,76.5,54.7,0.46
ST801,20020518,79.5,58.3,0.07
ST801,20020525,88.2,60.1,0
ST801,20020601,91.5,62.3,0.03
ST801,20020608,90.4,68.9,0.1
ST801,20020615,80.7,60.9,2.51
ST801,20020622,82.2,66.9,0.43
ST801,20020629,72.5,64.1,2.06
ST801,20020706,85.7,69.1,0.06
ST801,20020713,95.7,73.4,0.1
ST801,20020720,93.4,70.3,0.18
ST801,20020727,87.6,70.5,1.44
ST801,20020803,90.3,76,1.53
ST801,20020810,86.3,67.1,1.82
ST801,20020817,87.8,67.8,0.09
ST801,20020824,84.8,68.2,0.29
ST801,20020831,86.8,69,0.2
ST801,20020907,82.8,60.3,0.24
ST801,20020914,80.9,57.6,1.15
ST801,20020921,79.4,53.7,0.2
ST801,20020928,80.4,55.3,0.75
ST801,20021005,74.5,47,0
ST801,20021012,67.8,43.2,0
ST801,20021019,64.8,43.5,0.76
ST801,20021026,50.7,34.4,0.13
ST801,20021102,49.6,29.4,0
ST801,20021109,51.1,29.6,0
ST801,20021116,49.9,28.2,0
ST801,20021123,41.2,24.2,0
ST801,20021130,44.1,24.4,0
ST801,20021207,40.3,25,0
ST801,20021214,32.4,16.9,0
ST801,20021221,32.1,22.5,0.14
ST801,20021228,29.4,14.2,0.2
ST801,20030104,27.1,11.5,0
ST801,20030111,36.6,13,0
ST801,20030118,40.5,21,0
ST801,20030125,36.3,20.8,0.4
ST801,20030201,32.1,12.5,0
ST801,20030208,42.4,19.4,0
ST801,20030215,42.4,18.4,0
ST801,20030222,47,28.3,0.1
ST801,20030301,43,26.4,0.02
ST801,20030308,44.5,27.4,0.06
ST801,20030315,44.9,29.1,0.37
ST801,20030322,52.3,34.7,0.97
ST801,20030329,63,38.5,0
ST801,20030405,66.2,43,0.15
ST801,20030412,60.5,44.4,0.16
ST801,20030419,71.6,47.8,0.01
ST801,20030426,72.5,47.2,0
ST801,20030503,82.2,55.7,0.19
ST801,20030510,75,53.7,0.17
ST801,20030517,74.2,55.4,0.32
ST801,20030524,83.4,58.7,0.14
ST801,20030531,84.8,61.7,0.57
ST801,20030607,89.4,63.9,0.05
ST801,20030614,77.2,59.6,0.84
ST801,20030621,90.9,69.4,0
ST801,20030628,87.4,67,1.77
ST801,20030705,91.4,69,0
ST801,20030712,86.9,67.4,1.05
ST801,20030719,86.8,68.8,0.44
ST801,20030726,84,72.2,0.56
ST801,20030802,92.2,74,0.21
ST801,20030809,90.4,70.1,0.56
ST801,20030816,90,65.9,0.01
ST801,20030823,89.2,71.2,0
ST801,20030830,84.5,65.9,0.81
ST801,20030906,79.2,62.6,1.18
ST801,20030913,84.9,60.5,0.2
ST801,20030920,76.3,59.9,1.23
ST801,20030927,73.6,58.5,1.15
ST801,20031004,70.9,50.6,0.29
ST801,20031011,63.4,49.7,2.47
ST801,20031018,65.9,42.3,0.04
ST801,20031025,65.1,37.9,0.12
ST801,20031101,65.6,41.4,0
ST801,20031108,49.6,33,1.15
ST801,20031115,47.5,29.2,0
ST801,20031122,44.6,28.2,0.68
ST801,20031129,38.3,24.2,0.11
ST801,20031206,37.2,23.5,0
ST801,20031213,38.3,18,0
ST801,20031220,41.5,21.4,0
ST801,20031227,47.4,21.9,0
ST801,20040103,45.4,21.7,0
ST801,20040110,43,20.3,0
ST801,20040117,33,16.8,0.03
ST801,20040124,29.5,12.9,0
ST801,20040131,39.1,17.1,0
ST801,20040207,36.9,18.3,0
ST801,20040214,49.5,23.5,0
ST801,20040221,51.2,28.3,0.34
ST801,20040228,50.5,29.4,0.12
ST801,20040306,42.5,24.3,0
ST801,20040313,58.7,32.4,0
ST801,20040320,54.1,31.8,0
ST801,20040327,61.6,36.2,0
ST801,20040403,61.6,37,0
ST801,20040410,73.1,45.7,0
ST801,20040417,79.3,51.5,0.09
ST801,20040424,76.3,52,0
ST801,20040501,66.3,48.9,1.57
ST801,20040508,76.9,52.6,0.06
ST801,20040515,76.6,56.8,0.15
ST801,20040522,80.4,52.7,0.99
ST801,20040529,83.1,60.5,0.42
ST801,20040605,85.6,62.2,0
ST801,20040612,91.9,66.8,0
ST801,20040619,83.3,65.5,1.48
ST801,20040626,85.3,66.6,0.91
ST801,20040703,84.9,67.8,0.78
ST801,20040710,89.3,67.9,1.04
ST801,20040717,86.1,69.8,0.3
ST801,20040724,89.5,74.3,2.09
ST801,20040731,84.1,66.8,3.34
ST801,20040807,87.7,69.4,0.28
ST801,20040814,85.2,70.3,2.03
ST801,20040821,83.7,65.2,0.22
ST801,20040828,81.8,65,0.44
ST801,20040904,85.9,62.2,0.18
ST801,20040911,84.8,60.2,0.09
ST801,20040918,77.9,57,2.03
ST801,20040925,78.6,53.9,0
ST801,20041002,73.2,52.7,0.7
ST801,20041009,76.1,50.5,0
ST801,20041016,71.6,45.4,0
ST801,20041023,68.4,45.2,0.01
ST801,20041030,59.8,38.5,0.17
ST801,20041106,60.1,38,0.23
ST801,20041113,52.6,33.6,0.31
ST801,20041120,57.8,32.3,0
ST801,20041127,50.3,29.9,0
ST801,20041204,45.4,29,0.02
ST801,20041211,48,27.6,0
ST801,20041218,40.3,26.8,0
ST801,20041225,27.8,16.7,0.1
ST801,20050101,30.2,13.2,0
ST801,20050108,34.2,13.5,0.06
ST801,20050115,36.6,15.5,0
ST801,20050122,38.3,17.5,0
ST801,20050129,35.1,21.1,0
ST801,20050205,31.9,15.8,0
ST801,20050212,32.2,14.5,0.02
ST801,20050219,34.1,19.8,0.34
ST801,20050226,35.6,17,0.02
ST801,20050305,42.9,22.7,0.01
ST801,20050312,47.2,23.8,0
ST801,20050319,55.2,29.6,0
ST801,20050326,60.3,34,0
ST801,20050402,66,39.2,0.01
ST801,20050409,69.2,46.2,0.65
ST801,20050416,70.3,42,0
ST801,20050423,70.2,48.8,0.05
ST801,20050430,82.9,55.3,0
ST801,20050507,76.9,51.6,0.43
ST801,20050514,70.6,52.1,0.02
ST801,20050521,77.9,55.5,1.72
ST801,20050528,82.6,57,0
ST801,20050604,86.6,63.4,0.64
ST801,20050611,82.1,64,0.72
ST801,20050618,89.5,66.6,0.19
ST801,20050625,94.7,72.8,0.82
ST801,20050702,90.6,69.9,1.31
ST801,20050709,96.9,71.5,0.33
ST801,20050716,87.6,70.7,1.39
ST801,20050723,87.9,75.5,1.78
ST801,20050730,90.8,71.3,0.93
ST801,20050806,86.6,70.5,3.75
ST801,20050813,86.3,74.7,0.74
ST801,20050820,86.6,67.5,1.68
ST801,20050827,85.7,67.7,0
ST801,20050903,87.3,66.2,0
ST801,20050910,87.1,62.2,0
ST801,20050917,81.3,61.8,0.61
ST801,20050924,76.3,57.3,0
ST801,20051001,76.5,59.4,0.71
ST801,20051008,74.9,50.9,0.04
ST801,20051015,71.7,48.2,0.02
ST801,20051022,66.3,42.4,0
ST801,20051029,65.5,43.1,0.01
ST801,20051105,66.3,40.8,0
ST801,20051112,60.2,38.1,0
ST801,20051119,49.7,29.8,0.02
ST801,20051126,56.6,29.9,0
ST801,20051203,45.2,27,0.04
ST801,20051210,31.1,15,0
ST801,20051217,33,18.1,0
ST801,20051224,39.3,17,0
ST801,20051231,34.7,18.8,0.02
ST801,20060107,35.5,17.1,0
ST801,20060114,36.4,19.6,0.02
ST801,20060121,35.3,19.3,0
ST801,20060128,38.2,20.5,0
ST801,20060204,32.8,15,0
ST801,20060211,35.8,14.8,0.36
ST801,20060218,44.7,23.6,0
ST801,20060225,46.3,23.7,0
ST801,20060304,45,23.6,0.02
ST801,20060311,53.5,28.1,0.12
ST801,20060318,58.8,33.8,0
ST801,20060325,64,36.7,0
ST801,20060401,60,36.6,0
ST801,20060408,66.3,42.8,0.02
ST801,20060415,62.2,41,0
ST801,20060422,65.3,44.4,0
ST801,20060429,71.2,47.5,0.02
ST801,20060506,77.7,54.7,0.06
ST801,20060513,72.8,56.6,1.17
ST801,20060520,82.9,59,0.18
ST801,20060527,75.7,57.8,1.56
ST801,20060603,86.8,65,0.14
ST801,20060610,87.3,65.1,0.06
ST801,20060617,88.9,63.4,0.24
ST801,20060624,94.1,70.7,1
ST801,20060701,87.4,68.7,0.92
ST801,20060708,90.3,71.7,0.1
ST801,20060715,85.6,71.4,3.57
ST801,20060722,86.5,71.5,0.33
ST801,20060729,79.9,68.2,1.22
ST801,20060805,86.7,71.4,1.18
ST801,20060812,88.9,75.2,1.03
ST801,20060819,87.6,72,0.51
ST801,20060826,86.2,67.1,0.16
ST801,20060902,86,70,0.07
ST801,20060909,78.3,56,0
ST801,20060916,83.6,58.2,0
ST801,20060923,86.6,60.6,0
ST801,20060930,80,57.6,0.05
ST801,20061007,83.6,59.4,0
ST801,20061014,69.8,54.4,0.97
ST801,20061021,66.9,51.1,0.09
ST801,20061028,62.7,42.7,0
ST801,20061104,69.5,44.5,0
ST801,20061111,56.8,34.2,0.08
ST801,20061118,55.3,35.1,0
ST801,20061125,44.6,31.6,0.08
ST801,20061202,43,25.5,0.05
ST801,20061209,38.8,23.7,0
ST801,20061216,41.3,21.4,0
ST801,20061223,39.7,20.1,0
ST801,20061230,35,18.8,0.1
ST801,20070106,35.6,14.6,0.02
ST801,20070113,37.9,18.3,0
ST801,20070120,41.7,21,0
ST801,20070127,38.9,20.2,0
ST801,20070203,43.8,22.6,0
ST801,20070210,51.4,30.4,0
ST801,20070217,49.2,26.9,0
ST801,20070224,49.2,30.5,0
ST801,20070303,47.3,38.2,1.43
ST801,20070310,41.6,26.6,0.01
ST801,20070317,52.3,32.3,0
ST801,20070324,50.7,38.3,0.18
ST801,20070331,60.9,42.8,0.09
ST801,20070407,62.2,43.1,0
ST801,20070414,65.9,47.1,0.06
ST801,20070421,72.3,51,0.01
ST801,20070428,73.9,50.6,0
ST801,20070505,83.5,59.9,0.04
ST801,20070512,81.5,60.7,0.06
ST801,20070519,84.2,61,0
ST801,20070526,82.1,61.6,1.81
ST801,20070602,81.7,65.7,0.12
ST801,20070609,91.7,70.6,0
ST801,20070616,89.1,69.6,0
ST801,20070623,86.7,71.2,0.07
ST801,20070630,87.6,72.3,3.08
ST801,20070707,90.4,73.3,0.22
ST801,20070714,87.9,70.8,0.61
ST801,20070721,87.9,73.5,0.36
ST801,20070728,88.5,73,0.19
ST801,20070804,86.8,73,3.81
ST801,20070811,86.2,73.5,1.44
ST801,20070818,90.2,72.1,0.45
ST801,20070825,91.3,75.4,0.15
ST801,20070901,85.2,68.4,0.22
ST801,20070908,87.8,67.8,0.01
ST801,20070915,82.2,65.2,0.58
ST801,20070922,80.3,63.7,1.24
ST801,20070929,78.1,61.3,0.15
ST801,20071006,71.5,58.5,2.15
ST801,20071013,66.5,51.5,0.03
ST801,20071020,67.6,44.3,0
ST801,20071027,63.8,47.7,0.61
ST801,20071103,54.9,37.5,0
ST801,20071110,57.5,38.7,0
ST801,20071117,48.6,35,0.04
ST801,20071124,49,32.9,0
ST801,20071201,47.5,29.3,0
ST801,20071208,43.3,27.6,0
ST801,20071215,40,25.9,0.07
ST801,20071222,41.9,25.1,0
ST801,20071229,37.9,27.4,0.05
ST801,20080105,38.7,20.6,0
ST801,20080112,37.9,18.4,0
ST801,20080119,26.6,12.7,0
ST801,20080126,29.7,15.5,0
ST801,20080202,34.6,15.3,0
ST801,20080209,35.3,15.8,0
ST801,20080216,38.4,16.8,0
ST801,20080223,46.1,22.2,0
ST801,20080301,50.8,29.9,0
ST801,20080308,55.9,30.3,0
ST801,20080315,59.8,35.1,0
ST801,20080322,55.4,37.1,0.19
ST801,20080329,55.8,38.8,0.27
ST801,20080405,64.9,43.8,0.01
ST801,20080412,64.4,48.7,0.36
ST801,20080419,79.8,54.9,0
ST801,20080426,63.4,47.4,2.17
ST801,20080503,76.7,56.4,1.51
ST801,20080510,74.2,53.6,0.32
ST801,20080517,68,52.3,0.72
ST801,20080524,84.7,62.6,0
ST801,20080531,84.7,65.4,0.06
ST801,20080607,78.3,61.1,1.15
ST801,20080614,85,66.4,0.86
ST801,20080621,83.9,67.2,2.11
ST801,20080628,82.1,68,0.97
ST801,20080705,82.4,70.6,1.36
ST801,20080712,87.3,72.9,0.06
ST801,20080719,87.8,71.1,1.75
ST801,20080726,91.5,74,0
ST801,20080802,88.3,73.2,0.24
ST801,20080809,92.4,77,0
ST801,20080816,84.3,70,4.31
ST801,20080823,83.8,69.1,0.25
ST801,20080830,82.9,66.7,0.76
ST801,20080906,83.9,63.1,0.84
ST801,20080913,80.3,62.5,1.21
ST801,20080920,82.9,63.6,1.09
ST801,20080927,69.8,54.4,1.64
ST801,20081004,70.8,54.1,0.61
ST801,20081011,65.4,43.6,0.2
ST801,20081018,74.7,49.5,0.02
ST801,20081025,66.1,44.2,0.84
ST801,20081101,62.3,35.3,0
ST801,20081108,60.8,33.5,0
ST801,20081115,54.8,30.7,0
ST801,20081122,49.3,21.7,0
ST801,20081129,50.6,28.6,0
ST801,20081206,44.9,20.4,0
ST801,20081213,39.9,18.4,0
ST801,20081220,43.6,16.3,0
ST801,20081227,36.3,12.2,0
ST801,20090103,34.6,17.6,0
ST801,20090110,36.1,12.2,0
ST801,20090117,35.6,12.3,0
ST801,20090124,36.7,14.9,0
ST801,20090131,41.3,15.5,0
ST801,20090207,45.9,19.4,0
ST801,20090214,52,26.6,0.44
ST801,20090221,34.7,21.2,0.05
ST801,20090228,44.2,21.3,0
ST801,20090307,47.1,26.1,0.05
ST801,20090314,53.1,27.3,0.05
ST801,20090321,68,37.4,0.01
ST801,20090328,56.3,33.3,0.21
ST801,20090404,56.9,34.5,0
ST801,20090411,77.6,50.4,0
ST801,20090418,71.6,48.1,0.03
ST801,20090425,66.9,47.3,1.29
ST801,20090502,76.5,49.9,0.07
ST801,20090509,85.5,59.9,0.24
ST801,20090516,79.4,55.4,0.01
ST801,20090523,89.6,59,0.31
ST801,20090530,85.2,60.1,0.01
ST801,20090606,90.4,61.3,0
ST801,20090613,84.9,63.5,2.55
ST801,20090620,84.1,65.3,1.37
ST801,20090627,95.4,69.7,0
ST801,20090704,95.7,71.2,0
ST801,20090711,89.8,69.4,1.71
ST801,20090718,89.1,70.2,4.81
ST801,20090725,88.3,71.2,0.99
ST801,20090801,85.1,71.7,0.05
ST801,20090808,85.2,71.6,0.25
ST801,20090815,91.7,71.3,0.17
ST801,20090822,83.9,68.5,1.72
ST801,20090829,82.4,67.2,0.32
ST801,20090905,79.6,63.6,0
ST801,20090912,79.3,57.5,0
ST801,20090919,80.6,60.3,0
ST801,20090926,78.3,55.4,0
ST801,20091003,76.5,57.5,0
ST801,20091010,70.6,47.7,0
ST801,20091017,71.9,47.4,0
ST801,20091024,68.3,40.5,0
ST801,20091031,64.1,43.8,0.24
ST801,20091107,50.5,27.4,0
ST801,20091114,41.2,28.7,0.19
ST801,20091121,38.3,18.9,0
ST801,20091128,44.4,23,0
ST801,20091205,45.6,22,0
ST801,20091212,39.8,21.2,0
ST801,20091219,33.1,14.3,0
ST801,20091226,35.3,13.2,0
ST801,20100102,28.4,9.3,0.02
ST801,20100109,21,2.2,0.39
ST801,20100116,26.5,5,0
ST801,20100123,36.3,15.8,0
ST801,20100130,41.6,15.3,0
ST801,20100206,35,13,0
ST801,20100213,35.2,18.3,0.08
ST801,20100220,40.5,13.5,0
ST801,20100227,45.8,24.8,0
ST801,20100306,40.4,23.3,0.14
ST801,20100313,41.8,23,0.11
ST801,20100320,44.9,28.8,0.33
ST801,20100327,54.7,32,0.11
ST801,20100403,57,36.9,0.2
ST801,20100410,65.2,41,0.02
ST801,20100417,53.2,37.5,0.05
ST801,20100424,64.9,44.1,0.18
ST801,20100501,68.1,41.8,0.41
ST801,20100508,81,55.7,0.45
ST801,20100515,76.3,52.6,0.04
ST801,20100522,82.3,56.5,0.5
ST801,20100529,86.4,63.6,0.26
ST801,20100605,82.8,61.3,1.92
ST801,20100612,86.2,65.9,0.11
ST801,20100619,85.2,65.5,1.56
ST801,20100626,90,67,0
ST801,20100703,90.2,71.8,0.11
ST801,20100710,95.6,71.6,0.69
ST801,20100717,83.1,72.5,0.87
ST801,20100724,92,74.8,0.81
ST801,20100731,95.1,78.8,0
ST801,20100807,88.5,71.9,1.04
ST801,20100814,88.3,72.4,0.22
ST801,20100821,88.2,70.6,1.72
ST801,20100828,86.8,65.9,5.8
ST801,20100904,84.6,68,2.07
ST801,20100911,85.3,63.3,0
ST801,20100918,82,62.9,0.65
ST801,20100925,73.1,51.7,1.54
ST801,20101002,73,49.6,0.94
ST801,20101009,75.8,50.9,0.01
ST801,20101016,68.9,45.9,1
ST801,20101023,54.1,47.4,0.15
ST801,20101030,59.2,33.9,0.3
ST801,20101106,65,33.3,0
ST801,20101113,53.3,29.9,0
ST801,20101120,51.4,27.6,0
ST801,20101127,47.1,21.7,0
ST801,20101204,43.5,23,0
ST801,20101211,45.3,23.4,0
ST801,20101218,35.6,14.7,0
ST801,20101225,40.1,15,0
ST801,20110101,33.6,12.7,0
ST801,20110108,32.3,13.7,0
ST801,20110115,32.1,10.8,0
ST801,20110122,32,8.9,0
ST801,20110129,32.3,9.6,0
ST801,20110205,44,16.7,0
ST801,20110212,38,17.1,0.23
ST801,20110219,40.5,15.3,0.04
ST801,20110226,46,24,0.15
ST801,20110305,47.3,24.8,0.13
ST801,20110312,56.1,31,0
ST801,20110319,57.3,31.7,0
ST801,20110326,54.3,31.7,0
ST801,20110402,65.4,36.8,0.25
ST801,20110409,68.8,40.9,0
ST801,20110416,75.8,46.3,0
ST801,20110423,69,45.2,0.44
ST801,20110430,69.7,48.5,0.07
ST801,20110507,77.2,51.3,0
ST801,20110514,79.5,55.1,0.7
ST801,20110521,79.6,53.6,0
ST801,20110528,85.5,59.6,0.02
ST801,20110604,89.7,64.8,0.15
ST801,20110611,91,64.6,0.75
ST801,20110618,89.6,66.5,0.7
ST801,20110625,88.8,69.5,3.18
ST801,20110702,87.7,70.4,0.83
ST801,20110709,92.9,69.4,0.44
ST801,20110716,89.7,72.2,0.6
ST801,20110723,85.7,72.8,1.9
ST801,20110730,89.2,72.9,6.64
ST801,20110806,90.4,72.6,0
ST801,20110813,91.4,73.9,0.5
ST801,20110820,86.5,69.7,3.4
ST801,20110827,84.6,67,2.75
ST801,20110903,85.7,67,0.93
ST801,20110910,79.7,61.5,0.5
ST801,20110917,74.7,57.4,1.12
ST801,20110924,78.4,49.4,0
ST801,20111001,75.3,51.5,0
ST801,20111008,71.9,44.9,0
ST801,20111015,71.3,53.3,1.1
ST801,20111022,67.2,45.2,0
ST801,20111029,60.7,35.3,0.02
ST801,20111105,59.8,45.4,0
ST801,20111112,60.3,33.5,0.01
ST801,20111119,52.2,31.2,1.02
ST801,20111126,44.2,23.8,0
ST801,20111203,43.2,23.5,0.1
ST801,20111210,36.8,21,0
ST801,20111217,38.7,18.4,0
ST801,20111224,39.3,15.8,0
ST801,20111231,36.1,15.3,0
ST801,20120107,33.5,13.7,0
ST801,20120114,38.2,11.2,0
ST801,20120121,32.8,16.3,0
ST801,20120128,33,6.9,0
ST801,20120204,32.3,10.9,0
ST801,20120211,36.9,10.9,0
ST801,20120218,37.7,15.3,0
ST801,20120225,42.9,18.9,0
ST801,20120303,43,23.5,0
ST801,20120310,45,23.8,0
ST801,20120317,50.5,25.6,0
ST801,20120324,52.1,32.4,0.34
ST801,20120331,65.5,38.9,0
ST801,20120407,65.1,37.3,0
ST801,20120414,77.6,48.9,0.01
ST801,20120421,69.9,51.5,1.12
ST801,20120428,71.1,48.5,1.04
ST801,20120505,82.5,54.5,0
ST801,20120512,81.8,56.9,0.21
ST801,20120519,83.1,55,0.95
ST801,20120526,83.2,59.7,0.04
ST801,20120602,83.5,59.4,0.15
ST801,20120609,89.5,65.6,0.05
ST801,20120616,87.6,62,0.74
ST801,20120623,88.2,69.5,0.3
ST801,20120630,81.4,69.1,2.96
ST801,20120707,89.9,71.2,0.62
ST801,20120714,88.4,71.2,2.36
ST801,20120721,89.2,73.5,0
ST801,20120728,88.4,73.4,6.55
ST801,20120804,84.8,69.5,2.54
ST801,20120811,89.7,73.1,0
ST801,20120818,84.7,66.6,1.44
ST801,20120825,85.8,62.1,0.02
ST801,20120901,89.7,70.9,0
ST801,20120908,79.6,58.4,2.89
ST801,20120915,79.9,56.9,0.06
ST801,20120922,82,57.4,0
ST801,20120929,77.8,54.3,0.18
ST801,20121006,78.1,48.5,0
ST801,20121013,73.2,45.7,0.1
ST801,20121020,66.4,40.3,0.28
ST801,20121027,68.2,41.3,0.49
ST801,20121103,58.8,35.6,0
ST801,20121110,52.4,34.2,2.74
ST801,20121117,48.1,27.1,0.37
ST801,20121124,48,24.3,0
ST801,20121201,40.3,20.8,0
ST801,20121208,32.7,14,0
ST801,20121215,33.3,20.9,0.23
ST801,20121222,31.2,15,0.07
ST801,20121229,24.9,5.8,0.07
ST801,20130105,28.1,5.5,0.07
ST801,20130112,31.7,7.3,0
ST801,20130119,34.3,13.4,0
ST801,20130126,34.3,11.9,0.09
ST801,20130202,34.8,18.1,0.03
ST801,20130209,32.4,10.7,0.15
ST801,20130216,37.1,15.9,0
ST801,20130223,42.4,17.1,0
ST801,20130302,46.1,23,0
ST801,20130309,64,27.4,0
ST801,20130316,51.8,30.4,0.18
ST801,20130323,50.9,30.2,0.22
ST801,20130330,55.2,32.4,0
ST801,20130406,58.9,35.7,0.2
ST801,20130413,64.4,37.1,0.01
ST801,20130420,61.5,41,0
ST801,20130427,69.8,44.4,0
ST801,20130504,76.9,49.4,0
ST801,20130511,82.7,55.1,0
ST801,20130518,81.6,57.8,0
ST801,20130525,84.6,58.9,0.81
ST801,20130601,84.9,60.7,0.11
ST801,20130608,75.9,64.5,1.52
ST801,20130615,81.6,62.2,0.96
ST801,20130622,86.3,69.7,0.12
ST801,20130629,84.8,69.3,0.98
ST801,20130706,93,71,2.14
ST801,20130713,84.7,71.5,4.88
ST801,20130720,87.4,71.3,1.25
ST801,20130727,89.7,72.8,0.02
ST801,20130803,90.6,71.4,2.1
ST801,20130810,93.1,71.8,1.47
ST801,20130817,91.1,74.5,1.19
ST801,20130824,90.3,69.2,0.06
ST801,20130831,87.1,65.2,0.69
ST801,20130907,80.8,62.9,2.43
ST801,20130914,82,61.4,0.59
ST801,20130921,78.7,63.7,0.3
ST801,20130928,73.1,49.9,0.32
ST801,20131005,72.2,52.6,0.81
ST801,20131012,72.6,50.5,0
ST801,20131019,64.7,41.3,0.08
ST801,20131026,64.7,37.6,0.1
ST801,20131102,59.5,36.6,0.01
ST801,20131109,61.6,34.4,0
ST801,20131116,56.4,29.7,0
ST801,20131123,53.4,27.8,0
ST801,20131130,46.6,25.4,0
ST801,20131207,52.6,23.8,0
ST801,20131214,43.1,19.7,0
ST801,20131221,37,14.3,0
ST801,20131228,38.1,18.4,0
ST801,20140104,46.8,21.5,0
ST801,20140111,38.2,14.8,0
ST801,20140118,40.3,15.1,0
ST801,20140125,42.3,20.4,0
ST801,20140201,42.4,21.6,0
ST801,20140208,36.2,17.3,0.18
ST801,20140215,34.8,13.9,0.02
ST801,20140222,40.1,22.6,0
ST801,20140301,46.4,29,0.05
ST801,20140308,48.1,23.8,0
ST801,20140315,56.7,29.6,0
ST801,20140322,65.7,39.5,0
ST801,20140329,70.5,45.4,0
ST801,20140405,74,42.9,0.08
ST801,20140412,74.5,47.8,0
ST801,20140419,70.2,50.4,0.26
ST801,20140426,76.8,50.2,0.57
ST801,20140503,79,51.2,0.04
ST801,20140510,71.6,49,0.02
ST801,20140517,79.8,52.2,0.98
ST801,20140524,88.3,64.2,0.3
ST801,20140531,94.8,62.9,0.02
ST801,20140607,86.6,62.7,0.64
ST801,20140614,88.4,63,0.93
ST801,20140621,84.6,65.4,1.84
ST801,20140628,89.5,67.4,0.21
ST801,20140705,89.6,71.9,1.91
ST801,20140712,93.4,71.9,0.02
ST801,20140719,92.6,73.2,1.15
ST801,20140726,92.2,73.7,0
ST801,20140802,91.9,74.8,1.64
ST801,20140809,89.9,69.2,0.62
ST801,20140816,88.6,65.8,0.9
ST801,20140823,88.6,69.3,0.12
ST801,20140830,88.7,65,0.28
ST801,20140906,83.9,64.2,4.32
ST801,20140913,82.9,62.5,0.02
ST801,20140920,77.8,55.5,0.06
ST801,20140927,75.6,59.3,0.7
ST801,20141004,66.8,51.1,0.46
ST801,20141011,71,49.8,0.02
ST801,20141018,71.2,39.8,0
ST801,20141025,63.5,47.9,0
ST801,20141101,60.6,41.4,0
ST801,20141108,58.9,31.9,0
ST801,20141115,55,29.7,0
ST801,20141122,53.9,27.9,0
ST801,20141129,47.4,28.7,0
ST801,20141206,37.2,17.1,0
ST801,20141213,39.1,17.8,0
ST801,20141220,38.4,18.2,0
ST801,20141227,43.5,18.1,0
ST801,20150103,42.4,18.4,0
ST801,20150110,46,16.8,0
ST801,20150117,37.6,19.4,0
ST801,20150124,42.9,17.1,0
ST801,20150131,38.4,16.2,0
ST801,20150207,44.4,18.4,0
ST801,20150214,47.4,17.8,0
ST801,20150221,46.1,26,0.37
ST801,20150228,41.6,22.9,0.07
ST801,20150307,50.3,22.6,0.04
ST801,20150314,52.1,23.5,0
ST801,20150321,63.8,37.9,0
ST801,20150328,66.9,37.6,0
